dev_chief,dev_deputy1,dev_deputy2,dev_deputy3
1.546655113932143258e-04,1.107739402512614331e-02,1.165700035826580314e-02,1.824892239318542941e-02
1.487145984835028950e-04,1.107641909733878514e-02,1.121399747293706263e-02,1.840247060901921416e-02
1.554323643323674421e-04,1.199155900566744974e-02,1.101215778260375769e-02,1.858465569338534421e-02
1.537046171488100604e-04,1.277597062058014564e-02,1.130558811236850696e-02,1.883503715349721733e-02
1.689687225704747256e-04,1.201479143439625544e-02,1.024009107772783610e-02,1.722021830844499071e-02
1.571679164327843901e-04,1.208981871842151889e-02,1.099240291132919795e-02,1.775319491002421216e-02
1.554910619355570579e-04,1.157978569398448142e-02,9.804371548829658028e-03,1.780132474130821998e-02
1.507012625894452705e-04,1.080572992237834908e-02,9.903487554199522092e-03,1.648205186073769049e-02
1.484935901310902647e-04,9.843190246748081962e-03,9.103169548458661664e-03,1.665968319339579395e-02
1.575306554799957661e-04,9.062577156294011199e-03,8.976574001542635128e-03,1.592100799901513195e-02
1.518695567690857024e-04,8.001512677135282428e-03,8.795798090985873854e-03,1.578837590423556175e-02
1.611201147433136214e-04,8.059380951896623693e-03,8.629816899420352655e-03,1.456020059086362596e-02
1.691113028411947764e-04,7.485396047271250346e-03,8.076310915464193774e-03,1.436199360476451969e-02
1.640117136861958471e-04,7.266514498821671428e-03,8.319092234365270400e-03,1.431147152082442621e-02
1.596875835933204968e-04,6.881678832601256617e-03,7.465133856853232129e-03,1.360226144275172334e-02
1.557461082633048517e-04,6.195299516330637565e-03,7.003829691758755790e-03,1.372523096947375794e-02
1.607609432867568907e-04,6.179095603525042342e-03,7.253512817573582773e-03,1.360815406607445745e-02
1.559301870932547948e-04,5.991277462536506206e-03,6.791331195718077439e-03,1.279277910190280455e-02
1.495102066181990550e-04,5.763155795616160468e-03,6.859927454116148370e-03,1.244582857520750568e-02
1.520029580306012063e-04,5.499076401956068567e-03,6.442127858703050255e-03,1.191712456819734797e-02
1.699156140879064497e-04,6.271503824034899664e-03,6.298086138531782882e-03,1.200231515090223466e-02
1.580817748836326484e-04,5.955704506171364404e-03,5.875157103980899187e-03,1.184077276847026947e-02
1.529975852460636193e-04,6.197562093522490309e-03,6.157329376644695915e-03,1.161453640965364256e-02
1.629486737762663600e-04,6.113268234778696311e-03,6.034042819004772733e-03,1.134115224310515077e-02
1.509604341075999423e-04,6.847346897807728150e-03,7.659124174367545369e-03,1.157660422226169765e-02
1.661451296606307861e-04,6.887302368924708151e-03,7.105996084124922146e-03,1.153285218653565293e-02
