F_chief,F_deputy1,F_deputy2,F_deputy3
0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.8710548848703192e-06 -1.4901614905330167e-07 1.1776365934768152e-06 -1.0951985874873467e-11 -6.582697736001763e-13 3.191670068277592e-12 -1.490163716197164e-07 -1.1586163377630576e-06 -5.7783375536363145e-08 -6.582697736001763e-13 -1.0036799576294594e-11 1.668390507912548e-12 1.1776377307516738e-06 -5.778334538538591e-08 -7.124385455343504e-07 3.191670068277592e-12 1.668390507912548e-12 -1.7782016148303253e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -1.126658550506964e-06 -2.1193442152044747e-07 -4.3368955669643165e-07 -2.5420323338222407e-11 -8.536785174133136e-13 4.118616568470743e-13 -2.1193486687529567e-07 -5.151700719790362e-07 1.3869266325612466e-06 -8.536785174133136e-13 -4.5947993116490636e-11 9.920779893610985e-12 -4.3368947331228353e-07 1.3869234640790887e-06 1.6418286279006337e-06 4.118616568470743e-13 9.920779893610985e-12 -3.0171214878509955e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -3.77592424108404e-07 -6.581814147440417e-07 -1.3092018062954532e-06 -1.8153244369099685e-11 2.497833541812813e-12 -5.213757761771619e-12 -6.581816375563337e-07 -6.198557812469427e-07 1.090243744025887e-06 2.497833541812813e-12 -1.2602373158216521e-11 2.0006717457958796e-12 -1.3092030199843185e-06 1.0902443879264704e-06 9.974482059446008e-07 -5.213757761771619e-12 2.0006717457958796e-12 -1.581990719131516e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -9.66324841613563e-07 7.160029469698392e-07 -3.894761961456039e-07 -1.1449028079108954e-11 -1.2759902690078027e-12 -2.9155443039877097e-12 7.160027161826843e-07 1.3824179722272325e-06 -1.3869873570997923e-06 -1.2759902690078027e-12 -1.1844289503751354e-11 -3.401879413246621e-12 -3.894757529342732e-07 -1.3869862241665642e-06 -4.160931292746644e-07 -2.9155443039877097e-12 -3.401879413246621e-12 -1.8128499576300632e-11
0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.705457462774363e-06 -1.706347307759689e-07 1.332044674103872e-06 -1.1291493483642153e-11 -7.400736680309543e-13 3.582941423719311e-12 -1.7063494763023623e-07 -1.1551196001955347e-06 -7.917644607187772e-08 -7.400736680309543e-13 -9.921696950046917e-12 1.5659967187507853e-12 1.3320458005944209e-06 -7.917641280875662e-08 -5.503378610825758e-07 3.582941423719311e-12 1.5659967187507853e-12 -1.7179740952215086e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -1.127470292920314e-06 -2.3872162680132205e-07 -4.16152604415231e-07 -2.5085279973747313e-11 -1.0882082153775839e-12 6.141516490537355e-13 -2.3872207692641764e-07 -3.222301017672345e-07 1.517837478302041e-06 -1.0882082153775839e-12 -4.395326975100748e-11 1.0683824131846017e-11 -4.1615252975952194e-07 1.5178343562159593e-06 1.4497004013836572e-06 6.141516490537355e-13 1.0683824131846017e-11 -3.1052350824898794e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -5.29816407411304e-07 -5.584598999416096e-07 -1.231471731799573e-06 -1.8581676150998357e-11 2.8338691570875798e-12 -4.9247812510338924e-12 -5.584601164544754e-07 -6.782077879842569e-07 1.0786823946340076e-06 2.8338691570875798e-12 -1.2755341167844083e-11 2.000220697896531e-12 -1.2314729409714639e-06 1.078683038273135e-06 1.2080241960304733e-06 -4.9247812510338924e-12 2.000220697896531e-12 -1.508039566071231e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -9.367795671982215e-07 7.888784738605264e-07 -3.652590680272114e-07 -1.127103500451058e-11 -1.0295110960778823e-12 -2.854975391042389e-12 7.888782406350241e-07 1.5293349026771665e-06 -1.2486811067125346e-06 -1.0295110960778823e-12 -1.1348033432950451e-11 -2.96373453790645e-12 -3.652586313255074e-07 -1.2486799815380249e-06 -5.925553342428128e-07 -2.854975391042389e-12 -2.96373453790645e-12 -1.84981456545047e-11
0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.521249021399968e-06 -1.8923291441794823e-07 1.4637327169697894e-06 -1.167915032289354e-11 -8.085666793420001e-13 3.908315939359885e-12 -1.8923312532982424e-07 -1.1512346827764665e-06 -1.0312943088918534e-07 -8.085666793420001e-13 -9.809383849843371e-12 1.4556658574330175e-12 1.4637338332468314e-06 -1.0312939504572038e-07 -3.7001433720344866e-07 3.908315939359885e-12 1.4556658574330175e-12 -1.6544387345017868e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -1.128773112470693e-06 -2.629852104932857e-07 -3.952722277239987e-07 -2.4682284731556145e-11 -1.282697008097439e-12 8.370303590518852e-13 -2.629856645624376e-07 -1.1345555601352554e-07 1.6223484253410247e-06 -1.282697008097439e-12 -4.1762976537644326e-11 1.1208598367380279e-11 -3.952721602752389e-07 1.6223453591116392e-06 1.2422286763541589e-06 8.370303590518852e-13 1.1208598367380279e-11 -3.190072311724966e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -6.702346727990598e-07 -4.619890150399828e-07 -1.1312962655541584e-06 -1.895950608348371e-11 3.1595766855233064e-12 -4.563414003388062e-12 -4.619892255285483e-07 -7.370093658249336e-07 1.0524896072223864e-06 3.1595766855233064e-12 -1.2911588030002966e-11 1.949116848710382e-12 -1.1312974695408878e-06 1.0524902510313446e-06 1.4072440393084935e-06 -4.563414003388062e-12 1.949116848710382e-12 -1.4377208083398555e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -9.072298345220394e-07 8.577108020716255e-07 -3.3113267654757143e-07 -1.1097608572087588e-11 -7.960833804701047e-13 -2.765010765687157e-12 8.577105667724291e-07 1.6570487724080114e-06 -1.0905265582402822e-06 -7.960833804701047e-13 -1.0922944230459858e-11 -2.4782708801194735e-12 -3.311322464978664e-07 -1.0905254399214677e-06 -7.498189367607869e-07 -2.765010765687157e-12 -2.4782708801194735e-12 -1.8817115506842042e-11
0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.3216099118944581e-06 -2.0450704814046173e-07 1.5705547485925084e-06 -1.2105990984114439e-11 -8.629434950546132e-13 4.164031455520448e-12 -2.045072529501035e-07 -1.1470238309798857e-06 -1.292274762112922e-07 -8.629434950546132e-13 -9.70019438113316e-12 1.3391356823752954e-12 1.5705558552164693e-06 -1.2922743834914372e-07 -1.7458607956957814e-07 4.164031455520448e-12 1.3391356823752954e-12 -1.5884515601559475e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -1.1305391122187336e-06 -2.8429989607570396e-07 -3.714070669584178e-07 -2.421692512548221e-11 -1.4336041884484008e-12 1.0732122003845577e-12 -2.843003530396833e-07 1.0752857120909887e-07 1.698611062628278e-06 -1.4336041884484008e-12 -3.943088733646871e-11 1.1489588943829251e-11 -3.7140700510449777e-07 1.698608060820279e-06 1.0230105499324795e-06 1.0732122003845577e-12 1.1489588943829251e-11 -3.268425129506493e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -7.965474021060784e-07 -3.703627463279774e-07 -1.0104176338208366e-06 -1.92791030403194e-11 3.4691030029754813e-12 -4.136388521854194e-12 -3.7036295115229827e-07 -7.952787265287665e-07 1.0121499820826163e-06 3.4691030029754813e-12 -1.3067286006408044e-11 1.8486382317241636e-12 -1.0104188319531424e-06 1.0121506264314227e-06 1.5918261293721121e-06 -4.136388521854194e-12 1.8486382317241636e-12 -1.3721097269812343e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -8.781769021834745e-07 9.213226779370725e-07 -2.8766444044859313e-07 -1.0930722128546856e-11 -5.788908566269573e-13 -2.6474739971897295e-12 9.213224409639052e-07 1.763359493453651e-06 -9.151861572893219e-07 -5.788908566269573e-13 -1.0573399317136542e-11 -1.953611181027503e-12 -2.8766401711165735e-07 -9.151850448927684e-07 -8.851825902629002e-07 -2.6474739971897295e-12 -1.953611181027503e-12 -1.9080786481548772e-11
0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.1099624838007883e-06 -2.1621212003253913e-07 1.6508030939937156e-06 -1.2562714113037681e-11 -9.026202558900074e-13 4.347416743435449e-12 -2.1621231865183613e-07 -1.142554510817134e-06 -1.5702198220337169e-07 -9.026202558900074e-13 -9.594439007784094e-12 1.218199997814529e-12 1.6508041915100926e-06 -1.5702194290517778e-07 3.259202828798531e-08 4.347416743435449e-12 1.218199997814529e-12 -1.5208901425369178e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -1.1327310348548791e-06 -3.0229109112637713e-07 -3.4496917489266353e-07 -2.3695361507256084e-11 -1.539004173685257e-12 1.3152117453604193e-12 -3.0229154973382577e-07 3.3687136664652284e-07 1.745270424702999e-06 -1.539004173685257e-12 -3.701110593391083e-11 1.1529482757779126e-11 -3.4496911699556957e-07 1.7452674948947235e-06 7.958596780534492e-07 1.3152117453604193e-12 1.1529482757779126e-11 -3.337273845864647e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -9.067007888397107e-07 -2.850855890348932e-07 -8.70907923018613e-07 -1.953391722358033e-11 3.7569085577001015e-12 -3.651620196257613e-12 -2.8508578863284334e-07 -8.520489331964148e-07 9.583777992944723e-07 3.7569085577001015e-12 -1.3218620117106026e-11 1.7009648925197626e-12 -8.709091146375393e-07 9.583784444848914e-07 1.7587497228284644e-06 -3.651620196257613e-12 1.7009648925197626e-12 -1.312190564563143e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -8.501148825907149e-07 9.786238803789139e-07 -2.3558463737100714e-07 -1.0772245627006157e-11 -3.8081479559679675e-13 -2.5045090189160055e-12 9.786236421594464e-07 1.8464306848725622e-06 -7.256265913782772e-07 -3.8081479559679675e-13 -1.0302695332564244e-11 -1.398170304238031e-12 -2.3558422072591664e-07 -7.256254839492927e-07 -9.963158013983083e-07 -2.5045090189160055e-12 -1.398170304238031e-12 -1.9285463814488958e-11
0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 8.89908820768376e-07 -2.2416526853213626e-07 1.7032325304248384e-06 -1.3039815325453969e-11 -9.27237160451314e-13 4.456901270889464e-12 -2.241654609451885e-07 -1.1378982053399923e-06 -1.8603879092731573e-07 -9.27237160451314e-13 -9.4924064539084e-12 1.0946853087866992e-12 1.703233619360556e-06 -1.860387507877561e-07 2.479893857720436e-07 4.456901270889464e-12 1.0946853087866992e-12 -1.4526427700369964e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -1.1353029052361028e-06 -3.166419721922175e-07 -3.164169762128972e-07 -2.312417714838872e-11 -1.5985628164192631e-12 1.5556650461219204e-12 -3.166424310199304e-07 5.705638421419351e-07 1.7614926722180812e-06 -1.5985628164192631e-12 -3.455608437426506e-11 1.1338568670794324e-11 -3.164169206697888e-07 1.7614898209398592e-06 5.647390737247276e-07 1.5556650461219204e-12 1.1338568670794324e-11 -3.393914822666896e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -9.989170946512814e-07 -2.0754948952679187e-07 -7.151320916395214e-07 -1.9718617829522407e-11 4.017878823937542e-12 -3.118053306206711e-12 -2.0754968440548946e-07 -9.063832136044736e-07 8.921029156411263e-07 4.017878823937542e-12 -1.336186779493939e-11 1.50913767403985e-12 -7.151332761079772e-07 8.921035619012396e-07 1.9053003091044927e-06 -3.118053306206711e-12 1.50913767403985e-12 -1.2588372802446194e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -8.235218929241022e-07 1.0286311119318248e-06 -1.7577421537531658e-07 -1.0623930531746265e-11 -2.04418740779896e-13 -2.3385396799337907e-12 1.028630872914609e-06 1.904824317088302e-06 -5.250674385251294e-07 -2.04418740779896e-13 -1.011306934667036e-11 -8.205482045186332e-13 -1.7577380532026806e-07 -5.250663350966881e-07 -1.0813024234090838e-06 -2.3385396799337907e-12 -8.205482045186332e-13 -1.9428371227125037e-11
0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 6.651666861688724e-07 -2.282480999377472e-07 1.7270756064691798e-06 -1.35277196701363e-11 -9.366590529548225e-13 4.492015008851578e-12 -2.282482862004988e-07 -1.1331291652920305e-06 -2.157866424288723e-07 -9.366590529548225e-13 -9.394365529902916e-12 9.704274766015304e-13 1.7270766873298382e-06 -2.1578660204576364e-07 4.679624802548449e-07 4.492015008851578e-12 9.704274766015304e-13 -1.3845976524067261e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -1.1382008474405016e-06 -3.270996012839799e-07 -2.8624725400689395e-07 -2.2510227783991678e-11 -1.613438695915562e-12 1.7876219918355044e-12 -3.271000587745917e-07 8.045107601699511e-07 1.7469834647995607e-06 -1.613438695915562e-12 -3.2114880985691494e-11 1.093381730807504e-11 -2.862471993048096e-07 1.746980697500596e-06 3.3369009854717333e-07 1.7876219918355044e-12 1.093381730807504e-11 -3.436064718524098e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -1.0717198508301722e-06 -1.3901300993078053e-07 -5.457073705395186e-07 -1.982920476794529e-11 4.247427625787042e-12 -2.5454813663016645e-12 -1.390132006567288e-07 -9.573894709530432e-07 8.144537096894454e-07 4.247427625787042e-12 -1.3493477557261338e-11 1.276996777253267e-12 -5.457085472537555e-07 8.14454357169913e-07 2.029109322688619e-06 -2.5454813663016645e-12 1.276996777253267e-12 -1.2127965527533028e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -7.988514299707051e-07 1.0704860392065067e-06 -1.0924962957356669e-07 -1.0487397516416363e-11 -5.1937815276680896e-14 -2.1522318380203247e-12 1.0704857998540195e-06 1.9375280999025827e-06 -3.169245393896696e-07 -5.1937815276680896e-14 -1.0005726392601569e-11 -2.294343564967248e-13 -1.0924922592748973e-07 -3.169234389910583e-07 -1.1386766693087265e-06 -2.1522318380203247e-12 -2.294343564967248e-13 -1.9507634755064703e-11
0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 4.3950498938167276e-07 -2.28407818023394e-07 1.722049197457419e-06 -1.4016913465402491e-11 -9.309739049006154e-13 4.453377883755486e-12 -2.2840799826243186e-07 -1.128323139343251e-06 -2.4576572437980455e-07 -9.309739049006154e-13 -9.300566806282032e-12 8.472483746659166e-13 1.7220502707254247e-06 -2.457656843453135e-07 6.888181510272078e-07 4.453377883755486e-12 8.472483746659166e-13 -1.3176321470951675e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -1.1413640652742155e-06 -3.3347991884159797e-07 -2.5498629294949125e-07 -2.1860495526975663e-11 -1.5861217972115161e-12 2.004795127459725e-12 -3.334803733463731e-07 1.0346051211227544e-06 1.7019963537774614e-06 -1.5861217972115161e-12 -2.973173146814767e-11 1.0337720568893698e-11 -2.549862377115753e-07 1.7019936748198573e-06 1.067589559354013e-07 2.004795127459725e-12 1.0337720568893698e-11 -3.4619368112312105e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -1.1239540833951984e-06 -8.058289806828749e-08 -3.6545977128723994e-07 -1.986309045979063e-11 4.4415891161527574e-12 -1.9443461392646716e-12 -8.058308525644769e-08 -1.0042338310774595e-06 7.267374438155807e-07 4.4415891161527574e-12 -1.3610144463443061e-11 1.0091011948325107e-12 -3.654609396879881e-07 7.267380925876914e-07 2.1281879154338733e-06 -1.9443461392646716e-12 1.0091011948325107e-12 -1.1746735974701222e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -7.765241563871188e-07 1.1034710712244426e-06 -3.71449833159053e-08 -1.0364126454722907e-11 7.47286846904307e-14 -1.9484582913554664e-12 1.103470832006273e-06 1.943974923914439e-06 -1.0474922302642006e-07 7.47286846904307e-14 -9.980870327964534e-12 3.664774667285234e-13 -3.714458582077425e-08 -1.0474812469158114e-07 -1.167450767038539e-06 -1.9484582913554664e-12 3.664774667285234e-13 -1.9522262891419854e-11
0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 2.1668000275166692e-07 -2.2465719764946937e-07 1.6883525637820352e-06 -1.4498075038603275e-11 -9.10489056186163e-13 4.342678266726638e-12 -2.2465737205999722e-07 -1.1235561081068326e-06 -2.7547615084411554e-07 -9.10489056186163e-13 -9.211244078219571e-12 7.269326062843208e-13 1.6883536299155815e-06 -2.7547611173617847e-07 9.068761063575285e-07 4.342678266726638e-12 7.269326062843208e-13 -1.2526020338839535e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -1.1447259707214224e-06 -3.3567147528726047e-07 -2.231803375589595e-07 -2.1181951459481818e-11 -1.5202249414343073e-12 2.201754813338528e-12 -3.356719251115516e-07 1.2568038452219595e-06 1.6273307204137412e-06 -1.5202249414343073e-12 -2.7444978018982844e-11 9.576980110515471e-12 -2.2318028058081235e-07 1.6273281330913224e-06 -1.1207786234442814e-07 2.201754813338528e-12 9.576980110515471e-12 -3.47028730041105e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -1.1548015149754511e-06 -3.3198196482087664e-08 -1.77378383059816e-07 -1.9819148683915242e-11 4.597095467672729e-12 -1.3255206901382917e-12 -3.3198380784138097e-08 -1.04615309415693e-06 6.30418405661156e-07 4.597095467672729e-12 -1.3708880126673235e-11 7.106309136166225e-13 -1.7737954264282482e-07 6.30419055716714e-07 2.2009546101473986e-06 -1.3255206901382917e-12 7.106309136166225e-13 -1.1449212828094409e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -7.569202792032445e-07 1.1270225133029729e-06 3.930817216981875e-08 -1.0255448175225162e-11 1.7402259698693768e-13 -1.7302665004978755e-12 1.1270222746891658e-06 1.9240538536807906e-06 1.0783535502346463e-07 1.7402259698693768e-13 -1.0037735684793614e-11 9.585657779942472e-13 3.930856384605496e-08 1.0783645224791947e-07 -1.1671335741244158e-06 -1.7302665004978755e-12 9.585657779942472e-13 -1.9472125553835303e-11
0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 3.734483267460233e-10 -2.1707345745497392e-07 1.6266573465002664e-06 -1.4962203539750205e-11 -8.757250603904019e-13 4.16263979721869e-12 -2.1707362629797782e-07 -1.1189030443015918e-06 -3.0442621999871927e-07 -8.757250603904019e-13 -9.126615584101365e-12 6.112044197085295e-13 1.626658405933134e-06 -3.0442618237276215e-07 1.118529596916731e-06 4.16263979721869e-12 6.112044197085295e-13 -1.1903308988662828e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -1.1482154404197618e-06 -3.336377870251219e-07 -1.9138555015271154e-07 -2.0481430468071473e-11 -1.4202447363702106e-12 2.374065345086114e-12 -3.336382304741068e-07 1.4672030688793829e-06 1.5243190197669502e-06 -1.4202447363702106e-12 -2.5286373042611076e-11 8.681134088650371e-12 -1.9138549042818203e-07 1.5243165263457842e-06 -3.1898761606036995e-07 2.374065345086114e-12 8.681134088650371e-12 -3.460431774872228e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -1.1637907529548311e-06 2.3830153938696794e-09 1.5431907871421877e-08 -1.9697728601334854e-11 4.711437774512509e-12 -7.000826823420395e-13 2.3828333018093033e-09 -1.0824659837544027e-06 5.270941774971675e-07 4.711437774512509e-12 -1.3787075163015537e-11 3.87274528010239e-13 1.5430757545669943e-08 5.270948287502188e-07 2.246256737774879e-06 -7.000826823420395e-13 3.87274528010239e-13 -1.1238329195976238e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -7.403726886802307e-07 1.1407407961165095e-06 1.1880296097265803e-07 -1.016253746147666e-11 2.4473112284054525e-13 -1.500848749146107e-12 1.1407405585710606e-06 1.878112379838042e-06 3.1719941228484706e-07 2.4473112284054525e-13 -1.017461890018429e-11 1.53835145789252e-12 1.1880334723259235e-07 3.172005093319664e-07 -1.137739690940507e-06 -1.500848749146107e-12 1.53835145789252e-12 -1.9357933708515257e-11
0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -2.0586655950839988e-07 -2.0579610559406725e-07 1.538090070170063e-06 -1.54007446196088e-11 -8.274069847870131e-13 3.916975873108249e-12 -2.057962691926944e-07 -1.1144367191310207e-06 -3.3214031795475033e-07 -8.274069847870131e-13 -9.046884961782332e-12 5.01705033897836e-13 1.5380911233121946e-06 -3.3214028233580475e-07 1.3203032795235227e-06 3.916975873108249e-12 5.01705033897836e-13 -1.1315997264690814e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -1.1517581760909538e-06 -3.2741823251285907e-07 -1.6015767532399014e-07 -1.9765521062781502e-11 -1.2913087483875317e-12 2.5183612152676277e-12 -3.274186679353739e-07 1.6621114066165799e-06 1.394803353695557e-06 -1.2913087483875317e-12 -2.3280748028771088e-11 7.681204569178693e-12 -1.6015761206040488e-07 1.3948009554725823e-06 -5.103532180040614e-07 2.5183612152676277e-12 7.681204569178693e-12 -3.4322340215852365e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -1.1508025123915995e-06 2.5594181881720388e-08 2.0979868944645825e-07 -1.950063338892246e-11 4.782908255465823e-12 -7.908465826139993e-14 2.5594001311602256e-08 -1.112583105864456e-06 4.184703638968444e-07 4.782908255465823e-12 -1.3842552188628912e-11 4.510554905080347e-14 2.0979754874407417e-07 4.184710161871854e-07 2.2633856193680018e-06 -7.908465826139993e-14 4.510554905080347e-14 -1.111538961034601e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -7.271610073831899e-07 1.1443975519590974e-06 1.9998075742184288e-07 -1.0086406821731407e-11 2.859907812850456e-13 -1.2635141426893118e-12 1.1443973159335947e-06 1.8069498585654187e-06 5.197718769795325e-07 2.859907812850456e-13 -1.038890808775306e-11 2.0975637031024902e-12 1.9998113873461695e-07 5.197729747547163e-07 -1.0797888510998482e-06 -1.2635141426893118e-12 2.0975637031024902e-12 -1.9181220749286186e-11
0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -3.98680875870652e-07 -1.9102384669891272e-07 1.4242078238813898e-06 -1.5805711397577195e-11 -7.664530481139586e-13 3.6103313016872634e-12 -1.9102400543409633e-07 -1.1102265723535984e-06 -3.5816635505260805e-07 -7.664530481139586e-13 -8.972241945616247e-12 3.9997066370603144e-13 1.42420887112019e-06 -3.5816632192792156e-07 1.5089074490530741e-06 3.6103313016872634e-12 3.9997066370603144e-13 -1.0771368341739855e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -1.1552781411851874e-06 -3.1712743893926484e-07 -1.300416344056829e-07 -1.9040472059598293e-11 -1.1389242699784753e-12 2.6323667023702458e-12 -3.171278647678784e-07 1.8381195129681382e-06 1.2411016785803923e-06 -1.1389242699784753e-12 -2.1446016581872785e-11 6.608435843635194e-12 -1.3004156702909263e-07 1.2410993759563066e-06 -6.828413592501237e-07 2.6323667023702458e-12 6.608435843635194e-12 -3.38607091644197e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -1.1160699465197092e-06 3.606809131509363e-08 4.025307420973561e-07 -1.9231064286111888e-11 4.810622557371879e-12 5.266717432303315e-13 3.606791157939139e-08 -1.1360155452869203e-06 3.0633408954010037e-07 4.810622557371879e-12 -1.387360780777213e-11 -3.095488133670315e-13 4.025296113035871e-07 3.063347426384663e-07 2.252085492959447e-06 5.266717432303315e-13 -3.095488133670315e-13 -1.1080076980667047e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -7.175066761981062e-07 1.1379393903125622e-06 2.8145570387701957e-07 -1.0027900624328664e-11 2.9729163432971577e-13 -1.021661655753064e-12 1.1379391562399567e-06 1.7118022915309508e-06 7.121044587524051e-07 2.9729163432971577e-13 -1.0677111276161896e-11 2.6282042597376668e-12 2.814560807738462e-07 7.121055581264747e-07 -9.942956153834305e-07 -1.021661655753064e-12 2.6282042597376668e-12 -1.894432597299132e-11
