x_chief,y_chief,z_chief,x_deputy1,y_deputy1,z_deputy1,x_deputy2,y_deputy2,z_deputy2,x_deputy3,y_deputy3,z_deputy3
3.322800379127546876e+03,7.955024060082682809e+02,-5.989524138474454958e+03,3.316747661084266383e+03,7.965093964800545336e+02,-5.994393989155872077e+03,3.330430825609493695e+03,7.927664431324573115e+02,-5.980606624003626166e+03,3.302475667516682279e+03,7.997366191698120019e+02,-5.995731372003016077e+03
3.714758447153207726e+03,7.659565172895518117e+02,-5.758562630371322484e+03,3.708864113808076581e+03,7.670042458661524734e+02,-5.763848523755765200e+03,3.722327378813450196e+03,7.632000547748051531e+02,-5.749038999655935186e+03,3.695434965826513690e+03,7.702157300781581171e+02,-5.765920280466300937e+03
4.090519814359211523e+03,7.330710209291327146e+02,-5.502423525541127674e+03,4.084819204832464038e+03,7.341569154780377175e+02,-5.508117419418703321e+03,4.097964682745746359e+03,7.303000118077907246e+02,-5.492289516974933576e+03,4.072255805033812521e+03,7.373312373858814226e+02,-5.510858614858981127e+03
4.448438188453445036e+03,6.969878760487190448e+02,-5.222216030631344438e+03,4.442966202323721518e+03,6.981090056441520346e+02,-5.228306629300113855e+03,4.455695639854124238e+03,6.942088975590201017e+02,-5.211474341951341557e+03,4.431285727474627492e+03,7.012255126770750167e+02,-5.231654112521512616e+03
4.786943510102771143e+03,6.578630964809445913e+02,-4.919155468816347820e+03,4.781734273363401371e+03,6.590161808602163092e+02,-4.925628249619103372e+03,4.793950213575318230e+03,6.550833366357097702e+02,-4.907815854840423526e+03,4.770948751404886934e+03,6.620551139729872148e+02,-4.929521161391904570e+03
5.104549009747076525e+03,6.158661118096729297e+02,-4.594558276374393245e+03,5.099635543278705882e+03,6.170475353503495626e+02,-4.601395553122182719e+03,5.111242494205296680e+03,6.130933440003485657e+02,-4.582637545085044621e+03,5.089752480068161276e+03,6.199901361732986516e+02,-4.605775736233451426e+03
5.399857956933510650e+03,5.711790647504732306e+02,-4.249836516949093493e+03,5.395271851927401258e+03,5.723848949119012559e+02,-4.257017539956720611e+03,5.406177444260696575e+03,5.684216103753253719e+02,-4.237358423084095193e+03,5.386294893272300214e+03,5.752134968484451747e+02,-4.261829847277362205e+03
5.671570064087795799e+03,5.239960465695123730e+02,-3.886491927238337212e+03,5.667341168833949268e+03,5.252220566704557996e+02,-3.893993019141480090e+03,5.677457285134425547e+03,5.212627258905479266e+02,-3.873486964233737126e+03,5.659270782784708899e+03,5.279201592734868882e+02,-3.899185516443780216e+03
5.918487506274794214e+03,4.745222727425640414e+02,-3.506109511708735226e+03,5.914643628633435583e+03,4.757639688745148305e+02,-3.513904237673074476e+03,5.923887486712861573e+03,4.718223443948755857e+02,-3.492614604553178651e+03,5.907477792684673659e+03,4.783162951109076175e+02,-3.519428300242163004e+03
6.139520518691033431e+03,4.229732015943149008e+02,-3.110350708045118608e+03,6.136087148392701238e+03,4.242258533988761542e+02,-3.118410078426089967e+03,6.144382322050894800e+03,4.203162913896952091e+02,-3.096408811314590366e+03,6.129822026210290460e+03,4.266183896985093611e+02,-3.124220382620479995e+03
6.333692534435912421e+03,3.695735992187532020e+02,-2.700946149313187107e+03,6.330692589103834507e+03,3.708322741889250551e+02,-2.709238852292342017e+03,6.337969950247102133e+03,3.669696190979677795e+02,-2.686605756326386654e+03,6.325323181661808121e+03,3.730522934658177405e+02,-2.715293265329462884e+03
6.500144826564089271e+03,3.145565545498000120e+02,-2.279688053128931188e+03,6.497598425024428252e+03,3.158161554506162929e+02,-2.288180714351712595e+03,6.503796992356878945e+03,3.120156127399801562e+02,-2.265002623758688969e+03,6.493119181606468374e+03,3.178522235733302637e+02,-2.294440087680143279e+03
6.638140620545585080e+03,2.581624490122355837e+02,-1.848422272374450813e+03,6.636064886590277638e+03,2.594177539576136837e+02,-1.857079738156607391e+03,6.641132567536123133e+03,2.556947526325780302e+02,-1.833449588532326970e+03,6.632470261983489763e+03,2.612597204279134075e+02,-1.863507611781588366e+03
6.747068646046186586e+03,2.006378857207683666e+02,-1.409040046057361224e+03,6.745477545345686849e+03,2.018835903921836348e+02,-1.417825686325016477e+03,6.749371759609271066e+03,1.982536372463325165e+02,-1.393841505200299025e+03,6.742762490719654124e+03,2.035225642588457902e+02,-1.424387913331074060e+03
6.826446100359841694e+03,1.422345836944323594e+02,-9.634694926634683725e+02,6.825350312697304616e+03,1.434653451445235248e+02,-9.723455194558284802e+02,6.828038487867079311e+03,1.399438728298638637e+02,-9.481093508187940415e+02,6.823510689100830859e+03,1.448936574269791606e+02,-9.790098216743889452e+02
6.875920999825749277e+03,8.320824299980775152e+01,-5.136668916897077679e+02,6.875327828250564380e+03,8.441872445150107751e+01,-5.225946887929702598e+02,6.876787760064507893e+03,8.102093562833087503e+01,-4.982114684272491445e+02,6.874360733345532935e+03,8.562987856977630940e+01,-5.293301560507436534e+02
6.895273900074640551e+03,2.381738711663730612e+01,-6.160780186698015370e+01,6.895187217963653893e+03,2.500230314683669164e+01,-7.054826097084331593e+01,6.895407290230233230e+03,2.174301307134544814e+01,-4.612466033892368245e+01,6.895091218515781293e+03,2.599091504464614388e+01,-7.732480758796947384e+01
6.884418970881788482e+03,-3.567781087811852103e+01,3.907219331946451462e+02,6.884839207264669312e+03,-3.452364939107449260e+01,3.818080745148692472e+02,6.883818468922934699e+03,-3.763016942628427586e+01,4.061648175939766361e+02,6.885614471983514704e+03,-3.376191958890720457e+01,3.750202813619712288e+02
6.843404416654740089e+03,-9.501671149598752208e+01,8.413352396504697026e+02,6.844328579520055428e+03,-9.389835327965117528e+01,8.324870628196657663e+02,6.842076678868163071e+03,-9.683852922773338889e+01,8.566703082941832008e+02,6.845976909038556187e+03,-9.336687611978256029e+01,8.257181876224276493e+02
6.772412239036053506e+03,-1.539393944581133269e+02,1.288252875227167124e+03,6.773833975701642885e+03,-1.528617052121829261e+02,1.279508953021784009e+03,6.770370954365928810e+03,-1.556228078919846496e+02,1.303413799343646815e+03,6.776358728757826611e+03,-1.525629612477276282e+02,1.272790073798425055e+03
6.671757343633252276e+03,-2.121878397918106600e+02,1.729512444962403606e+03,6.673667036653250761e+03,-2.111554615911855990e+02,1.720910525738781871e+03,6.669022988350437117e+03,-2.137257463474486485e+02,1.744434909605702387e+03,6.677072953830162078e+03,-2.110911231435730713e+02,1.714274197709419241e+03
6.541885998374335031e+03,-2.695070975144708427e+02,2.163177318294583984e+03,6.544270894879862681e+03,-2.685244107894516219e+02,2.154754026233705645e+03,6.538485496385495026e+03,-2.708932470290918673e+02,2.177799764662288453e+03,6.548563823520208643e+03,-2.686954240981331168e+02,2.148234812162451362e+03
6.383373656303992902e+03,-3.256464391839143673e+02,2.587345396287675158e+03,6.386218028148337908e+03,-3.247175277700498555e+02,2.579135951445206956e+03,6.379339952070996333e+03,-3.268755163862042536e+02,2.601609710759548307e+03,6.391404554235213254e+03,-3.251241935509609675e+02,2.572770904194630930e+03
6.196922160665462798e+03,-3.803604848514896162e+02,3.000157679826721051e+03,6.200207492279096186e+03,-3.794891045446339035e+02,2.992195641357113345e+03,6.192293713203995139e+03,-3.814281814541202493e+02,3.014009819229197547e+03,6.206294487113877949e+03,-3.801311550795972494e+02,2.986024725200586090e+03
5.983356354748204467e+03,-4.334102992934983831e+02,3.399806592290018216e+03,5.987061555213977044e+03,-4.325998502810480204e+02,3.392123627734802994e+03,5.978176562479851782e+03,-4.343133745474685270e+02,3.413197136216857871e+03,5.994055646582199188e+03,-4.334765212997464801e+02,3.386190066250449945e+03
5.743620123128711384e+03,-4.845644518075068277e+02,3.784544013413261382e+03,5.747721758670631061e+03,-4.838179552761828859e+02,3.777169696418844978e+03,5.737936690447309957e+03,-4.853007805639027197e+02,3.797428635916891380e+03,5.755628737827672012e+03,-4.849280510658259686e+02,3.771520236310955170e+03
5.478771894514287851e+03,-5.336000343303699083e+02,4.152688984713321588e+03,5.483244437359552649e+03,-5.329201134760239711e+02,4.145650622985730479e+03,5.472636151776429870e+03,-5.341686418729535717e+02,4.165028839287002484e+03,5.492068614558758782e+03,-5.342620638565022091e+02,4.140335704906022329e+03
5.189979639360819419e+03,-5.803036331503569727e+02,4.502635050826992483e+03,5.194795728787041298e+03,-5.796924987379247796e+02,4.495957545553857017e+03,5.183445828610489116e+03,-5.807047162904202651e+02,4.514397064285602937e+03,5.204539251189802599e+03,-5.812644067666665251e+02,4.491031374882881209e+03
4.878515397740379740e+03,-6.244722500315672278e+02,4.832857205327763950e+03,4.883646109058491675e+03,-6.239316905752544926e+02,4.826562942714901510e+03,4.871639936824201868e+03,-6.247071841895232183e+02,4.844014277925013630e+03,4.894308255693293177e+03,-6.257313700904223879e+02,4.822083455267948011e+03
4.545749374570480541e+03,-6.659141691293349368e+02,5.141918413892694844e+03,4.551164491816701229e+03,-6.654455456861230687e+02,5.136027188887075681e+03,4.538590112395345386e+03,-6.659855013604681062e+02,5.152449524746360112e+03,4.562740960784913113e+03,-6.674705480533129958e+02,5.132055908583843120e+03
4.193143640294269971e+03,-7.044497666350722511e+02,5.428475691984256628e+03,4.198811928507650919e+03,-7.040540121302690295e+02,5.423004663699025514e+03,4.185759115831649979e+03,-7.043611947849852868e+02,5.438365910582050674e+03,4.211294131868125078e+03,-7.063016418207380411e+02,5.419606451337803264e+03
3.822245475452577921e+03,-7.399122606332008445e+02,5.691285718376235309e+03,3.828134948592207365e+03,-7.395898835664829676e+02,5.686249396207887003e+03,3.814694192717583064e+03,-7.396685990274443157e+02,5.700526124570139473e+03,3.841509330301717000e+03,-7.420572024585735562e+02,5.683492090571374320e+03
3.434680397367350906e+03,-7.721483991678982193e+02,5.929209969785993053e+03,3.440758578167930409e+03,-7.718994914833175471e+02,5.924620228728062102e+03,3.427020128013899011e+03,-7.717555314462698561e+02,5.937797486223014857e+03,3.455005970123297175e+03,-7.745833120380689252e+02,5.922574183281301885e+03
3.032144906433030883e+03,-8.010190849914396267e+02,6.141219365488259427e+03,3.038379074800901435e+03,-8.008433338362291352e+02,6.137085488707898548e+03,3.024432030831220800e+03,-8.004839048873335514e+02,6.149156507846068052e+03,3.053474105439029699e+03,-8.037402015485695301e+02,6.135823009095417547e+03
2.616398988374121018e+03,-8.263999358892571081e+02,6.326398414005585437e+03,2.622756415278743134e+03,-8.262966389347484437e+02,6.322727160365215241e+03,2.608687885095949696e+03,-8.257302769256742749e+02,6.333692965682434988e+03,2.638666984364032942e+03,-8.294028046991448946e+02,6.322321849745650070e+03
2.189258407371281919e+03,-8.481817798421902808e+02,6.483948856744196746e+03,2.195706571580265063e+03,-8.481498637963176179e+02,6.480744550624360272e+03,2.181600899931616368e+03,-8.473863350667101031e+02,6.490613475778906832e+03,2.212393403768448934e+03,-8.514612470469394339e+02,6.481270571572769768e+03
1.752586823289917447e+03,-8.662710845892871703e+02,6.613192805738764946e+03,1.759093608719470240e+03,-8.663091264943398073e+02,6.610457446253193666e+03,1.745031691796509449e+03,-8.653593175991306907e+02,6.619244572697646618e+03,1.776509897257383727e+03,-8.698212701818886217e+02,6.611988709494885370e+03
1.308287764472278695e+03,-8.805903213932822382e+02,6.713575374474986347e+03,1.314821636370211536e+03,-8.806965722749399674e+02,6.711308760965938745e+03,1.300880328556612312e+03,-8.795723700078031015e+02,6.719035290832032842e+03,1.332912786896947409e+03,-8.844045909230983398e+02,6.713918052566223196e+03
8.582964857830151004e+02,-8.910782629867701417e+02,6.784666802086164353e+03,8.648266444195098757e+02,-8.912506734009976981e+02,6.782866672647316591e+03,8.510782638365792536e+02,-8.899648370079773940e+02,6.789559249237418953e+03,8.835301272997998012e+02,-8.951491956432045072e+02,6.786624732458076323e+03
4.045717399292230994e+02,-8.976902157941373162e+02,6.826164072101625607e+03,4.110682509333620942e+02,-8.979264628070736762e+02,6.824826251796151155e+03,3.975801882795541928e+02,-8.964924903562227883e+02,6.830516241594275925e+03,4.303135689016262404e+02,-9.020095699377179699e+02,6.829800816944245526e+03
-5.091251140042324863e+01,-9.003981865890827976e+02,6.837892027412468451e+03,-4.447861046019120579e+01,-9.006957017213873087e+02,6.837010582833551780e+03,-5.764417715258081643e+01,-8.991276926357134016e+02,6.841733333235652026e+03,-2.476983431548293524e+01,-9.049568639034633861e+02,6.843265410821721161e+03
-5.061754212405141971e+02,-8.991909837688688185e+02,6.819803983282296031e+03,-4.998320379828462592e+02,-8.995469814397481514e+02,6.819371380139696157e+03,-5.126183219188242219e+02,-8.978594972126978746e+02,6.823165467163373251e+03,-4.797458486899292893e+02,-9.039789932927030804e+02,6.826965266712991252e+03
-9.592375914400886359e+02,-8.940742534149389940e+02,6.771981840149323943e+03,-9.530115190192278760e+02,-8.944857594318880274e+02,6.771989100655866423e+03,-9.653671976255205891e+02,-8.926936845279741419e+02,6.774895580730601978e+03,-9.326412933266279879e+02,-8.990806767780969722e+02,6.780974907961410281e+03
-1.408129393193318037e+03,-8.850704502771849320e+02,6.694635697733338930e+03,-1.402046272969285155e+03,-8.855343299349376593e+02,6.695072554706179289e+03,-1.413925458169224612e+03,-8.836527348339670880e+02,6.697134234274920345e+03,-1.381492258680821351e+03,-8.902834095103005438e+02,6.705496265437363036e+03
-1.850899250185644860e+03,-8.722187437787113140e+02,6.588102971673953107e+03,-1.844983555425715622e+03,-8.727317291545673470e+02,6.588958016453849268e+03,-1.856345665805418093e+03,-8.707757374273377309e+02,6.590218752543436494e+03,-1.824352289006267256e+03,-8.776253730875379233e+02,6.600857829617702009e+03
-2.285621860268105593e+03,-8.555748591024184861e+02,6.452847013684201556e+03,-2.279896899228661368e+03,-8.561335751645760865e+02,6.454107835208325014e+03,-2.290706440332188322e+03,-8.541182363719323121e+02,6.454611879358852093e+03,-2.259300506161154772e+03,-8.611612819979159212e+02,6.467513318882832209e+03
-2.710406330946433627e+03,-8.352108534027557880e+02,6.289455236101517585e+03,-2.704894267357546141e+03,-8.358118425830755314e+02,6.291108548738088757e+03,-2.715120527880554164e+03,-8.337520126699613456e+02,6.290899945728634520e+03,-2.684449651652128068e+03,-8.409621665532857833e+02,6.306039864690676040e+03
-3.123404203025523202e+03,-8.112148271973126157e+02,6.098636741844934477e+03,-3.118126091711644222e+03,-8.118545721196156819e+02,6.100668499907292244e+03,-3.127742764771377097e+03,-8.097648028323575318e+02,6.099790551587744631e+03,-3.097954022844983228e+03,-8.171150923199711542e+02,6.117135714223697505e+03
-3.522817335545066726e+03,-7.836905710438502410e+02,5.881219461220282938e+03,-3.517793170667674531e+03,-7.843655151429236412e+02,5.883614958420094808e+03,-3.526777910593332308e+03,-7.822599538327416440e+02,5.882109761666840313e+03,-3.498017278038573750e+03,-7.897228160771929879e+02,5.901617451342798631e+03
-3.906905623754821136e+03,-7.527571477074054656e+02,5.638146797817220431e+03,-3.902154396960607755e+03,-7.534637135218171125e+02,5.640890750286879666e+03,-3.910488323152962948e+03,-7.513560145119412255e+02,5.638798816656926647e+03,-3.882900083659958000e+03,-7.589033784072975095e+02,5.660416737285122508e+03
-4.273994520396396183e+03,-7.185484101754487938e+02,5.370473786958642449e+03,-4.269534286000978682e+03,-7.192830151484810131e+02,5.373550398866869727e+03,-4.277201446334281172e+03,-7.171862636380520826e+02,5.370910361945633667e+03,-4.250927575279717530e+03,-7.247896331495838922e+02,5.394576573560269026e+03
-4.622482329078907242e+03,-6.812124560905239150e+02,5.079362771821140996e+03,-4.618330273314415535e+03,-6.819715257673558426e+02,5.082755783017920294e+03,-4.625317080277931382e+03,-6.798981750246546198e+02,5.079604197758599184e+03,-4.600496602560975589e+03,-6.875287141358649023e+02,5.105247090961320282e+03
-4.950847237158751341e+03,-6.409110194404171352e+02,4.766078604450781313e+03,-4.947019748466896090e+03,-6.416909980053889058e+02,4.769771320002156244e+03,-4.953314401749507851e+03,-6.396528203684605387e+02,4.766142556560896082e+03,-4.930082726743055900e+03,-6.472814398725867022e+02,4.793680870524201964e+03
-5.257654054359455586e+03,-5.978188006740997480e+02,4.431983381437307798e+03,-5.254166791721995651e+03,-5.986161588286403230e+02,4.435958683340550124e+03,-5.259758701214454959e+03,-5.966242107861505701e+02,4.431884916046633407e+03,-5.238246937920615892e+03,-6.042216571404028400e+02,4.461227804631885192e+03
-5.541560622491807408e+03,-5.521227367931796834e+02,4.078530726947365565e+03,-5.538428578859482514e+03,-5.529339770318703131e+02,4.082771068745392313e+03,-5.543307802070863545e+03,-5.509985784046375556e+02,4.078282358938412472e+03,-5.523642058308072592e+03,-5.585355248440142759e+02,4.109329509239864819e+03
-5.801323861145218871e+03,-5.040212133966473402e+02,3.707259639100068398e+03,-5.798561419154638315e+03,-5.048428727949167865e+02,3.711747024532963678e+03,-5.802718126801768449e+03,-5.029735997830915153e+02,3.706871494081920900e+03,-5.785018796966530317e+03,-5.104207398567879750e+02,3.739513301348436926e+03
-6.035805414194205696e+03,-4.537232211222806768e+02,3.319787919226275335e+03,-6.033426391549570326e+03,-4.545518718033526397e+02,3.324503866459048368e+03,-6.036850374574516536e+03,-4.527575634101908690e+02,3.319267956887022592e+03,-6.021231421195337134e+03,-4.600857070578834964e+02,3.353385759301146209e+03
-6.243976862460201119e+03,-4.014474594203321658e+02,2.917805207301772043e+03,-6.241994544601168855e+03,-4.022797069201503177e+02,2.922730700642748161e+03,-6.244674775101632804e+03,-4.005684840156235964e+02,2.917159510953266363e+03,-6.231243010017885354e+03,-4.077486562440965940e+02,2.952625887168217105e+03
-6.424924468932198579e+03,-3.474213911016537963e+02,2.503065650689255563e+03,-6.423351626907714490e+03,-3.482538708975133659e+02,2.508181082054190938e+03,-6.425275884433901410e+03,-3.466331669487187810e+02,2.502298776630851535e+03,-6.414130255970829239e+03,-3.536367091025463765e+02,2.538977908288088202e+03
-6.577853424604728389e+03,-2.918802516098568276e+02,2.077380237161835794e+03,-6.576702316420466559e+03,-2.927096241202764872e+02,2.082665339836897147e+03,-6.577856889811870133e+03,-2.911862263959379220e+02,2.076495616205748320e+03,-6.569087782768299803e+03,-2.979848999407334986e+02,2.114243716890383894e+03
-6.702091565242701108e+03,-2.350660174615196922e+02,1.642608826905740443e+03,-6.701373919340959219e+03,-2.358889618604956695e+02,1.648042604410263721e+03,-6.701743392766764373e+03,-2.344690617188678630e+02,1.641609209253143490e+03,-6.695431948370046484e+03,-2.410351543737046995e+02,1.680275020505792327e+03
-6.797092532213904633e+03,-1.772263387659422449e+02,1.200651921706179564e+03,-6.796819512171914539e+03,-1.780395459832118092e+02,1.206212574746931523e+03,-6.796386642325283901e+03,-1.767287966812249635e+02,1.199539855369293491e+03,-6.792604105526469539e+03,-1.830352306502430793e+02,1.238965209477556527e+03
-6.862438353905384247e+03,-1.186134411630614807e+02,7.534422127064473216e+02,-6.862620503892429042e+03,-1.194136064626030560e+02,7.591070673433891898e+02,-6.861366193404428486e+03,-1.182171867834585157e+02,7.522205448638036387e+02,-6.860173294976552825e+03,-1.242376287475956786e+02,7.922409932233534846e+02
-6.897841428105086379e+03,-5.948300289245160855e+01,3.029359509025993020e+02,-6.898488599110832183e+03,-6.026681843356591628e+01,3.086813911077410921e+02,-6.896391969232454358e+03,-5.918950032392147875e+01,3.016083409748907229e+02,-6.897838350090140921e+03,-6.489847276448335833e+01,3.420538458592599795e+02
-6.903145890013362987e+03,-9.301301681943732746e-02,-1.488958131879013536e+02,-6.904267147339140138e+03,-8.571608053775562341e-01,-1.430944054045872349e+02,-6.901305710832762088e+03,9.662085535396909564e-02,-1.503243803279628708e+02,-6.905429395809940615e+03,-5.276372483460749052e+00,-1.096286936969330981e+02
-6.878328355164437198e+03,5.929738293912105007e+01,-6.000760725335466077e+02,-6.879931868144893997e+03,5.855623730747620925e+01,-5.942443663347905840e+02,-6.876081801176227600e+03,5.938231471237099868e+01,-6.015987849401226413e+02,-6.882908729181899616e+03,5.436872975380630635e+01,-5.608318200511390614e+02
-6.823498031388231539e+03,1.184290435160950921e+02,-1.048630740026480225e+03,-6.825590946772091229e+03,1.177142559337776930e+02,-1.042795491345119217e+03,-6.820827456448668272e+03,1.184086600236381059e+02,-1.050238480263632709e+03,-6.830371073473659635e+03,1.137767205190273785e+02,-1.009582309609650906e+03
-6.738896198922836447e+03,1.770439915230239762e+02,-1.492597508658328934e+03,-6.741484499777620840e+03,1.763589429057799123e+02,-1.486786579444139306e+03,-6.735782281889139085e+03,1.769178385583475404e+02,-1.494278409852317282e+03,-6.748043202768444644e+03,1.726884786648767829e+02,-1.453917369573891847e+03
-6.624895062787123607e+03,2.348865674381627855e+02,-1.930034645958082820e+03,-6.627983415193955807e+03,2.342346653857585181e+02,-1.924277004610614995e+03,-6.621317194721107626e+03,2.346542918723635864e+02,-1.931773692998220213e+03,-6.636282938879032372e+03,2.308470341072807912e+02,-1.891893438316131778e+03
-6.481995986431439633e+03,2.917045696320171828e+02,-2.359029674088147658e+03,-6.485587576593159611e+03,2.910892479212341186e+02,-2.353355374941094851e+03,-6.477932721709749785e+03,2.913658662570130105e+02,-2.360808359847616430e+03,-6.495577527343854854e+03,2.879987156004545454e+02,-2.321594888349115536e+03
-6.310827120394114900e+03,3.472503752188532076e+02,-2.777707888496550822e+03,-6.314923485085440916e+03,3.466750908810323040e+02,-2.772148028595605865e+03,-6.306256683724304821e+03,3.468049395339232888e+02,-2.779503933934071028e+03,-6.326541404036809581e+03,3.438942812253856118e+02,-2.741142584288994840e+03
-6.112140444102374204e+03,4.012820356044527443e+02,-3.184240670109496932e+03,-6.116741297638392098e+03,4.007502633905351672e+02,-3.178827321940786078e+03,-6.107041284259816166e+03,4.007295236237901008e+02,-3.186027815924074730e+03,-6.129913368441242710e+03,3.982900255347300913e+02,-3.148702249996952560e+03
-5.886808242977771442e+03,4.535643411280696569e+02,-3.576853548656319163e+03,-5.891911304062107774e+03,4.530795652189283373e+02,-3.571619667926872353e+03,-5.881159623082477083e+03,4.529043371265834139e+02,-3.578601424829131247e+03,-5.906553183812439784e+03,4.509488575920248650e+02,-3.542492601415623540e+03
-5.635819046561522555e+03,5.038698495863170592e+02,-3.953833977770645106e+03,-5.641419868495414448e+03,5.034355524639146324e+02,-3.948813285806040767e+03,-5.629601659924755040e+03,5.031018425237713245e+02,-3.955508055872127898e+03,-5.657437628200034851e+03,5.016413445016141281e+02,-3.920793204420968777e+03
-5.360273056403460032e+03,5.519798738643202114e+02,-4.313538785917143286e+03,-5.366364864190451044e+03,5.515995223185815348e+02,-4.308765626714496648e+03,-5.353469656403664885e+03,5.511032430382845178e+02,-4.315100417517119240e+03,-5.383656023554560306e+03,5.501467154367978765e+02,-4.281952020204210385e+03
-5.061377094916960232e+03,5.976854243720046043e+02,-4.654401270853368260e+03,-5.067950632785887137e+03,5.973624526780015458e+02,-4.649910443300469524e+03,-5.053973127019422463e+03,5.966994346523961212e+02,-4.655807813781791992e+03,-5.086405272851234258e+03,5.962538216250677579e+02,-4.624392604186770768e+03
-4.740439108268213204e+03,6.407881024771722878e+02,-4.974937909146226957e+03,-4.747482501061555013e+03,6.405258928361057542e+02,-4.970764475380818112e+03,-4.732423332183232560e+03,6.396919092737562096e+02,-4.976142941745651115e+03,-4.766984437298270677e+03,6.397620482275326594e+02,-4.946620928151971384e+03
-4.398862257638784286e+03,6.811009416281049198e+02,-5.273754656116044316e+03,-4.406360889377951935e+03,6.809028020225314322e+02,-5.269933727444600663e+03,-4.390227347714094321e+03,6.798936055413607846e+02,-5.274708278036273441e+03,-4.426788887245807018e+03,6.804821745409127516e+02,-5.247231799045173830e+03
-4.038138633893297992e+03,7.184491933530684946e+02,-5.549552815373876001e+03,-4.046075046641582958e+03,7.183183330209120641e+02,-5.546119317589627826e+03,-4.028881746148048023e+03,7.171297042622549043e+02,-5.550202031914293002e+03,-4.067304061385111254e+03,7.182371794409750692e+02,-5.524914851644511145e+03
-3.659842630836401895e+03,7.526710557993118300e+02,-5.801134460751422012e+03,-3.668196446739410021e+03,7.526105585815968197e+02,-5.798122881080605111e+03,-3.649965925552442059e+03,7.512383659528759381e+02,-5.801423646283526978e+03,-3.690098869255894897e+03,7.528629894627334807e+02,-5.778460095937536607e+03
-3.265624011910136687e+03,7.836183429181677411e+02,-6.027407396809263446e+03,-3.274371881008546552e+03,7.836311387814409954e+02,-6.024851515067835862e+03,-3.255135121384732429e+03,7.820714084139335682e+02,-6.027278831433911364e+03,-3.296818772011225064e+03,7.842091673629489605e+02,-6.006763003463402129e+03
-2.857200704435580064e+03,8.111570928055879222e+02,-6.227389647172825789e+03,-2.866316280521992667e+03,8.112459278811569447e+02,-6.225322254029430042e+03,-2.846113136348944408e+03,8.094949226840059282e+02,-6.226784119502342037e+03,-2.889178575890275170e+03,8.121395394237940764e+02,-6.208829120016534944e+03
-2.436351354424997680e+03,8.351681140608372971e+02,-6.400213462626999899e+03,-2.445805300861532942e+03,8.353355195788486753e+02,-6.398666068139210438e+03,-2.424684822266032825e+03,8.333898260860697746e+02,-6.399070930446758211e+03,-2.468954971998663041e+03,8.365327601243045592e+02,-6.383778194891828207e+03
-2.004907673676365675e+03,8.555474693244377704e+02,-6.545128843158657219e+03,-2.014667700708229177e+03,8.557957298512138777e+02,-6.544131378976799169e+03,-1.992688346780132179e+03,8.536523513968234056e+02,-6.543389142726994578e+03,-2.037978854884795737e+03,8.572828131220688874e+02,-6.530847819237143995e+03
-1.564746609410107567e+03,8.722068953967062725e+02,-6.661506569949810910e+03,-1.574777544107984340e+03,8.725380168084740262e+02,-6.661087088765015324e+03,-1.552007276370693489e+03,8.701944714273751060e+02,-6.659110163847391050e+03,-1.598127451125810012e+03,8.742994477476948987e+02,-6.649396568039525846e+03
-1.117782365219164149e+03,8.850741595199484664e+02,-6.748840744692203771e+03,-1.128046254764771675e+03,8.854898371650543822e+02,-6.749025120642452748e+03,-1.104562505732561931e+03,8.829442585048871024e+02,-6.745729497437125247e+03,-1.151316287798439134e+03,8.875085504178956626e+02,-6.738906641801306250e+03
-6.659583006762196646e+02,8.940933515328522390e+02,-6.806750834536151160e+03,-6.764145492750180892e+02,8.945949390477177303e+02,-6.807562468375796925e+03,-6.523040622215446547e+02,8.918461784900960083e+02,-6.802868804642461328e+03,-6.994910294068557732e+02,8.968524505212186568e+02,-6.798986005076128095e+03
-2.112387356675947672e+02,8.992251116797701798e+02,-6.834983221542017418e+03,-2.218442749343354308e+02,8.998135909311579326e+02,-6.836442754426680040e+03,-1.972028128349435292e+02,8.968613190599621703e+02,-6.830277458318280878e+03,-2.446192106637888344e+02,9.022901604279085177e+02,-6.829370019768153725e+03
2.443993155172279899e+02,9.004467938876568951e+02,-6.833412255728915625e+03,2.336898232972514791e+02,9.011227465152829836e+02,-6.835537295468728189e+03,2.587578998131158983e+02,8.979675520351954674e+02,-6.827833588890856845e+03,2.113181084446466400e+02,9.037975493290088025e+02,-6.829922571504329426e+03
6.989744560515836156e+02,8.977525643188137110e+02,-6.802040810784873429e+03,6.882083828267170702e+02,8.985161453478693829e+02,-6.804845674374532791e+03,7.135906667851890006e+02,8.951596295483384438e+02,-6.795544620892189414e+03,6.663347395673587243e+02,9.013674506286230326e+02,-6.800636687539670675e+03
1.150509240494364576e+03,8.911534349793003003e+02,-6.741000341300878972e+03,1.139735726999255803e+03,8.920043489619814636e+02,-6.744495817444437307e+03,1.165312442033671687e+03,8.884492138404895059e+02,-6.733547299123416451e+03,1.118447789484279610e+03,8.950097026081227796e+02,-6.741634644632355958e+03
1.597038506880772502e+03,8.806772321231325122e+02,-6.650550440111566786e+03,1.586308168756860368e+03,8.816147122516945274e+02,-6.654743575322645484e+03,1.611952966205091570e+03,8.778648404558202856e+02,-6.642107203284677780e+03,1.565686084799719083e+03,8.847511220641198406e+02,-6.653167565221656332e+03
