dev_chief,dev_deputy1,dev_deputy2,dev_deputy3
1.519176514793179776e-04,8.435105204798726622e-03,6.257133499144224009e-03,1.121502918767882696e-02
1.479501944475366767e-04,8.012460994482556095e-03,6.407804794259901356e-03,1.204539269117838041e-02
1.446655105187521486e-04,8.985851674152205842e-03,6.341275995717755160e-03,1.367785986399521619e-02
1.483423191207034245e-04,9.256264120994893083e-03,6.614954118846663560e-03,1.330581651526753853e-02
1.462183008085817264e-04,9.859793548444416994e-03,6.804866395901276732e-03,1.356263497857620841e-02
1.542396446411851030e-04,9.812152229470568615e-03,6.607259441904749647e-03,1.378719644431068703e-02
1.566179968737490841e-04,1.010538272996335668e-02,6.907057469925608276e-03,1.375107254778878789e-02
1.483383879621791215e-04,1.027093216731996342e-02,7.053056357570246238e-03,1.302599618351838601e-02
1.557016888314527122e-04,1.097318217631149638e-02,7.566664449052861591e-03,1.347883431647819812e-02
1.559046405038307223e-04,1.095409714973143676e-02,7.800850918294814119e-03,1.408313241216240484e-02
1.598417866194250909e-04,1.107390351707169401e-02,7.954251915391445660e-03,1.376923570421193128e-02
1.604099958418789859e-04,1.106586484683204710e-02,8.763631778495466901e-03,1.438527745460890274e-02
1.643763320020275812e-04,1.141770496154840067e-02,8.802654440404041394e-03,1.424800820319999280e-02
1.554716906764680201e-04,1.215714958079861484e-02,9.134026335551053907e-03,1.349394558726756989e-02
1.557692959270737178e-04,1.328348170593573151e-02,9.658115362297143777e-03,1.404925401292614513e-02
1.536131593799566417e-04,1.451055893586149052e-02,1.095215534006967889e-02,1.844234856767081043e-02
1.595524776440438168e-04,1.493772555809335517e-02,1.170287624503603061e-02,1.967625228754036129e-02
